corner_place_id,google_id,original_name,neighborhood,website,instagram_handle,name,category,price,hours,reviews
1941,ChIJw2lMFL9ZwokRosAtly52YX4,Chelsea Market,Chelsea District,https://www.chelseamarket.com/,chelseamarketny,Admission,Market,0.0,{},"['Chelsea Market is an NYC must! I’ve been several times over the years. Every time I visit, I always have a great experience. We went to Chelsea Market twice last weekend and it did not disappoint. There was a pop up store set up for the …', 'I really don’t get the hype around this place—it’s definitely overrated. Whenever I visit a new city, I love checking out famous markets because they usually have so much character, but Chelsea Market just didn’t live up to the expectation. …', 'A must experience in NY! You can also visit while on the High Line walk above the city buildings. …', ""Chelsea market here is a food lover's paradise! Every time I come here, I'm motivated to try something new. Every dish looks mouthwatering and scrumptious. If you're passionate about food, you'll be delighted!"", 'Chelsea Market was a food paradise. There were so many shops lined up that just browsing was enjoyable, but the lines were long, requiring some patience. The fresh seafood stores were particularly impressive, and we had lobster, which was …']"
249,ChIJDbQMBIdZwokRVS4L8B8V5SA,Attaboy,Lower East Side,http://attaboy.us/nyc,attaboy134,Add missing information,Cocktail bar,0.0,{},"[""Fun place. We had the Mermaid Brew, and it was nice and tart and citrus-y. Friendly, and a big screen for games. Probably even more fun when it warms up. We'll definitely be back. Food truck was decent but a bit pricey. Nachos are great, tacos are a bit soggy."", 'Deducted one star due to the fact that they rush you out. Otherwise, very cool concept and delicious drinks. They ask what flavors and spirits you typically like and then create a drink based on what they have seasonally and it somehow …', 'It’s so strange as everyone else says in his review. A bit difficult to find it, a quee to wait but very nice cocktails without really asking for something specific. Bartenders are really helping and they make you something for your taste …', 'I had heard about this place for a while, and last night, my girlfriend and I finally decided to check it out. As we walked by, we asked about a seat, and the kind doorman informed us there would be a 15-minute wait. He took my phone number …', 'super solid spot cocktails. classics with a twist. Mikey and Steven know what’s up - tell them what you need and they will deliver. we got a martini and negroni with a twist and 2 other spirit-forward cocktails. cool vibe inside too - …']"
188,ChIJuabZo6hZwokRhGPoGjo0H6k,Shukette,Chelsea District,http://www.shukettenyc.com/,shukettenyc,Updates from customers,Middle Eastern restaurant,,{},"['My boyfriend and I passed by this place so many times since it is right down the street. We decided we had to try it out since every time we passed by it was packed. We finally got a reservation and decided to try it out. …', 'I finally got a reservation at Shukette after multiple attempts, and it was absolutely worth the wait! Maybe it was the cold weather keeping people in, but I was lucky to snag a table just three days in advance. …', 'The hummus was one the best I had In a long time. The lamb and chicken were great! The service was wonderful even though we came in at such a late hour. I thought the food was phenomenal as well as the drinks. They do a very good job, I would come here again.', ""Wow! This is legitimately one of the best dinners I've ever had. The staff were also amazing... Had a wonderful waitress who was extremely helpful. Don't miss the lebnah and the roasted cabbage. Also had the battered mushrooms and the …"", 'Shukette offers an amazing dining experience! We ordered hummus, smoked arctic char,, whole wheat pita, mushroom tempura, joojeh chicken. The food was absolutely delicious. Our server, Hayden, was incredibly kind and attentive.\nWe’ll definitely be coming back!']"
153,ChIJ9Sto4ahZwokRXpWiQYiOOOo,Grace Street Coffee & Desserts,Koreatown,https://www.bygracestreet.com/,gracestreetcafe,Updates from customers,Dessert restaurant,,,"['Matcha Beignets and hot Lavender Milk Tea just hit the spot... perfect for a chilly December day in the City.  They take your order as you enter (be ready to be tempted to order everything from the menu, but remember the serving is …', ""When I'm in K-Town NYC, and I'm looking for bubble tea or shaved ice, I go to Grace Street. They're typically quite busy, so you may have to wait a bit for seating, but you can also do takeout as well. The service is quick, the space is …"", 'i love their shaved ice so much i’ve been here multiple times it’s just so amazing it can get crowded but there’s always seating somehow it’s amazing here it’s open late and just so nice i will eventually try all their desserts eventually hopefully', 'Even though it was pretty crowded, we found seats without much trouble. The matcha beignet and matcha ice cream were absolutely delicious, but the Ube latte was just alright.', 'I came here for a sister’s date. You must order upon entering in order to sit down. There are 5 steps so it’s not accessible if you have a wheelchair. The food took 10+ minutes to be ready and it was somewhat busy. They use beepers to …']"
345,ChIJP0KOWoxZwokRmvPiQAIaH1A,Dominique Ansel Bakery,SoHo,http://www.dominiqueanselny.com/,DominiqueAnsel,Updates from customers,Bakery,,{},"['We stayed out in the cold on a busy Sunday in December for about 10 min to get in and let me tell you, it was worthwhile. I has their Toasted coconut chocolate croissant which was yummy. The place was filled with freshly baked goods and nice hot hot drinks which is very satisfying and soothing on a cold winter night.', 'Everyone raves about the cronut—and while it absolutely deserves the hype, Dominique Ansel Bakery offers so much more. This was my second visit, and I love it even more than the first time. …', 'This place is so so good. I highly recommend the treats here, not too sweet and so fresh. The wait may be a while but so worth it. I like how they have ‘treat of the day’. The hot chocolate to me was a 8/10. Macadamia cookie 10/10 macroons too. The staff is so friendly and I appreciated the seating they had in the back.', 'My second time coming here. Attention: if you have bad day, you should come here! The staff will brighten your day (Dani the cashier, and the man in the beanie (we don’t know his name)). They were so nice and funny! The croissant and cronuts are amazing, the place is spacious.', 'Valentine’s Day is tomorrow, February 14th and along with red flowers and chocolates -  pink is a favored color. That pink was prominent at Dominque Ansel’s Bakery in SoHo. Once a year, all the pastries are decorated pink in honor of this …']"
11217,ChIJ_8dmJ0lbwokRIJHQFfXiMNo,Overstory,Financial District,https://www.overstory-nyc.com/,,Updates from customers,Cocktail bar,,{},"['Going to a rooftop bar in NYC you’re going to expect overpriced drinks with a decent view of a couple of buildings or so; well, that’s not the case with Overstory. …', ""A dimly lit and intimate spot for drinks with a 360 view of the city. From the actual space inside, you won't see the views though, you have to go outside on the balcony to see it. Drinks-wise, the Easy Money and The Frenchie were pretty smooth. Would recommend ideally for smaller groups of 1-2."", '360 view, classy vibes, delicious drinks. I loved being here and it was one of my favorite memories of our trip to New York.\nSlightly hard to find and it stunk bad outside walking around the block, we …', 'Overstory is a bar perched on the 65th floor of 70 Pine Street, a nearly century-old building in NYC with a charmingly classic vibe. The elevator ride? A little nerve-wracking! 🤣 Sipping cocktails here comes with an incredible panoramic …', 'I will start by saying that I love Overstory and look forward to my next visit. Before I get into the review, it’s my custom to summarize via a haiku: …']"
905,ChIJU0c2Y6lZwokRKlyc_R8HN88,Cho Dang Gol,Midtown South,https://chodanggolnyc.com/,chodanggol,Add missing information,Korean restaurant,,{},"['Went to this place for dinner on a weekend. The place got a decent atmosphere and ambience. We tried their seafood hot pot and vegetarian hot pot. The food was served at a decent temperature and the taste was good too. The service was fare. This is one of the popular Korean resturent in that area and takes in person reservation only.', 'Such a gem! Had a good time here for a random dinner, we came right at 5 and as soon as we’re seated there was a line that was going out the door and I can see why after eating here! We were started off with a bit of their homemade tofu and …', 'No reservations and expect 45-60 minutes wait during lunch or dinner hours. But it’s totally worth it. This is now my favorite Korean restaurant in K town. Love the buckwheat pancakes! And the eggplants flavored rice! The tofu stew is amazing! We were so satisfied.', ""This is the best Korean restaurant I've ever eaten at in New York—hands down. With many unique dishes you won't find at other places, like the squid rice dish. They also offer a generous amount of banchan (side dishes), and the service is …"", 'Cho Dang Gol is hands down one of the best dining experiences I’ve had! Yes, there was a bit of a wait, but it’s no surprise—this place is super popular and was packed with back-to-back table service. Totally worth it though! Luna, the …']"
10360,ChIJb67-ZZ1ZwokRRxBYr3GlFp0,Please Don't Tell,East Village,http://www.pdtnyc.com/,pdtnyc,Add missing information,Cocktail bar,0.0,{},"['A pilgrimage to one of the first speakeasy style bars in the city. It was a great bar and a well-curated experience, but did feel a little past its prime, or maybe it was just an off night. …', ""As a lover of a good speakeasy and hotdogs, there's no way that bias can't creep into this review. With that said, you need to go to Please Don't Tell. …"", 'Absolutely amazing bar. If you can get in, do it. Chloe was our bartender and she was amazing. Super down to earth, helpful and accommodating. Drinks wer excellent and the exclusive hot dogs were delicious (the David Chang dog is a must). I will definitely be back. Waited so many years to visit and it lived up to my expectations.', 'Love speakeasy’s? Cozy Vibes? Amazing bartenders? This is the place to be!! I had a blast of time at PDT, they serve the most creative cocktails out there, and the bartenders are super fun too. We went there to celebrate my girlfriend’s …', 'Love this speakeasy cocktail bar! Really enjoyed the drinks and intimate atmosphere. …']"
8581,ChIJ4Q2rG4JZwokR8TVjhflNfMk,Clinton St. Baking Company,Lower East Side,http://www.clintonstreetbaking.com/,,Updates from customers,American restaurant,,{},[]
121509,ChIJp-hnIhNZwokRq1FijMduZrM,COQODAQ,Flatiron District,https://coqodaq.com/,coqodaq,Updates from customers,Chicken restaurant,,{},"['-Curated Designer Fried Chicken-\n\nBucket list set is impactful and delicious. It comprises of two servings of …', 'Since trying this group’s other restaurant, Cote, about a year ago, this place has been on my list to try. And it is an experience. From the moment you walk in, you’re presented with a handwashing station with a selection of some very fine …', 'Loved the vibe here! The lighting and setup feel just right. The chicken is super tasty, especially with the variety of sauces they offer. I really liked the dish with sticky rice, but the chicken nuggets with truffles and roe aren’t worth …', ""First of all, it's just fried chicken. More likely though, you're coming here for the atmosphere. …"", ""Hi Deborah,\n\nThank you so much for the thoughtful feedback regarding your experience. We're … More""]"
15969,ChIJM2NCGJ1ZwokRA2nCkZcz08g,MáLà Project,East Village,http://malaproject.com/,,Updates from customers,Chinese restaurant,,,"['Got a few different dishes at Mala Project and only the dry-pot style create-your-own bowl was a hit. The mapo tofu was weirdly overly sweet instead of spicy without strong peppercorns, and the garlic eggplant was alright (good garlic …', 'Málà Project is a highly rated spot for neo-Szechuan mala dry pot, aka a must visit for any spice lover. The space gives a funky and hipster vibe with neon light decors. …', 'This is my second visit to this place. I ordered the dry pot to share with my friend. For toppings, I personally recommend the sliced potatoes, as they add a nice crunch. I also loved the wood ear mushrooms, enoki mushrooms, shrimp balls, …', 'Would not recommend, the food is cooked poorly where you end up with a rough texture for some meats. I understand that this is a type of Chinese cuisine, but definitely not my preference as someone from the south of China. Trendy, but not good quality in terms of how the food is cooked.', 'Came here on the recommendation of a friend. He made the reservations so I can’t share the process. Upon our arrival, we shared that we had a reservation and we waited less than 5 minutes to be seated. My friend came in with crutches so we …']"
440,ChIJvSw_uuxZwokRwESVzh5G33s,Jeju Noodle Bar,West Village,http://jejunoodlebar.com/,jejunoodlebar,Updates from customers,Korean restaurant,,{},"['The toro appetizer is a must try. I thought the scallops were too heavy, but the lobster myuen was very good. The lower stars is for service, my partner said he doesn’t want to drink then the server questioned it and kept asking if he wants …', 'The Jeju Noodle Bar shirts are cool, no doubt. But the food?  Superb!  This place deserves a rave review regardless …', 'We had a great time at Jeju Noodle Bar. We were able to walk in as a twosome at 5pm after putting our names down at 4:40. …', 'It’s all hype. Came here for our anniversary…..service was so-so. We had reservations and still had to wait for our table. Food was super salty. The best thing we ordered was the ice cream with olive oil and salt and truffle. Atmosphere also not the best. Rather would have gone somewhere else to celebrate our special day.', 'We were able to score a reservation the day of and we were not disappointed. The food was absolutely delicious and the staff was beyond attentive. They made sure our water and wine was consistently filled. The food came out at a great pace …']"
22726,ChIJ_R0w0SRZwokRCUZlNLG9B-A,RHYTHM ZERO | GREENPOINT,Greenpoint,https://www.rhythmzeronyc.com/,rhythmzeronyc,Add missing information,Coffee shop,,{},"['We had such a wonderful experience here! The owner was incredibly kind and welcoming, I can’t wait to come back. The salted maple latte was absolutely delicious – a perfect balance of flavors! 🤤The coffee shop itself is beautifully …', 'Thanks for stopping by Shauna! ', 'This place has such a peaceful vibe. I loved coming here in the mornings to unwind, with a lively crowd, great music, and friendly staff. The chocolate cornetto is a must-try! And don’t get me started on the Cardamom bun!!! There’s plenty of seating both inside and outside, so I definitely recommend it.', 'Thanks for coming Folmer!', 'Nice place. Great atmosphere and the employees are nice. 1 bathroom and not enough seating can cause some discomfort but coffees are good and bakery is delicious. Highly recommend if you’re around the area.']"
512,ChIJA5V7V69ZwokRNI_y14Yvu-w,Paper Coffee,NoMad,https://www.madehotels.com/eat-drink,madehotels,Popular times,Coffee shop,,{},"['Love this coffee shop! Very lowkey and quiet place to enjoy a coffee or sit and do work. No public WiFi, but still a great relaxing space with great interior design.', 'The coffee shop is on the first floor of a hotel. It’s beautifully designed and adorned, feels like a serene haven in the busy city. Honey bear was good, a little too sweet for me though.', 'I understood the comments from others about the staff working here. Two young girls—one with ginger hair and the other with short black hair—gave off an unbelievably uncomfortable, mean vibe. I was getting coffee to go and commented on …', 'Beautiful place with amazing coffee and pastries. Ama took our order and made our coffee and she was the nicest person on earth. Highly recommends this spot.', ""I didn’t like my ordering experience with their staff. It doesn’t mean that she’s rude, but I felt really uncomfortable. So, after finishing my drinks, I just left. I felt like I couldn't stay for long. The place is quite small, with only a …""]"
2709,ChIJ8x4nPnRbwokRozC-WjZ0VMI,Happy Medium,Two Bridges,https://happy-medium.co/,,Booking options,Art cafe,,{},"['I discovered this unique cafe while searching for something different to do in New York and visited last weekend after making a reservation through Instagram. The cozy two-story space had a charming workshop-style atmosphere that I really …', 'I had a great experience here! Love the vibes of the place and the snack bar upstairs. My first pottery experience. My instructor was extremely friendly, encouraging, and she even encouraged me to keep the unique piece that I thought was …', ""Hi JE - thanks so much for the feedback! We've addressed with the team to ensure additional attentiveness going forward :) "", 'You basically oder an art experience instead of food. Happy Medium is a cool art cafè in Two Bridges close to Lower East Side and Chinatown. I picked the Collage Buffet and that’s $28, reservations are recommended and you’ll have your table for 2h', 'What a delightful experience! There was thankfully space for us even after arriving midway into the session. The hosts were kind enough to seat us quickly and were attentive and sweet throughout it all. I went with the paint a pot activity …']"
478,ChIJYY-OM4RZwokRvA7ECx3HRZw,PUBLIC Hotel,Lower East Side,https://www.publichotels.com/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect,publichotels,Compare prices,,0.0,,"['This hotel is the definition of style over substance. The actually hotel amenities are really good, however the rooms leave much to be desired. The rooms are small compared to other hotels in New York. The bed is so low down - my partner …', 'Dear Phininder,\n\nThank you for sharing your feedback. We’re thrilled to hear you enjoyed the … More', 'chic and inviting atmosphere. My room was sleek, well-appointed, and offered incredible views of the city. …', 'Dear Mark - Thank you for your glowing review! We’re thrilled to hear that you enjoyed the chic and inviting atmosphere we strive to create at PUBLIC. It’s wonderful to know that your room’s sleek design and breathtaking views of the city … More', 'Best service. Sky was so helpful guiding us as we arrived at 5 a.m. exhausted. The hotel is absolutely spectacular from the moment you get off the car. The rooms are spacious and comfortable. Don’t even talk about the views. We got the king with great view. Super recommended']"
107629,ChIJ49KsB19ZwokR8VwrMbECQr8,Sip&Guzzle,West Village,http://www.sipandguzzlenyc.com/,sipandguzzlenyc,Popular times,Cocktail bar,,{},"['Sip was amazing!! It can be hard to get a reservation, but Im glad we did and it was an experience like no other. LOVED the cocktails. Very unique, expertly crafted. The food was amazing too. I can’t wait to come back!', 'Thank you so much! ', 'This is not “a bar”, this is not “a cocktail lounge”—this is an otherworldly experience. I apologize to the incredible staff at Sip&Guzzle that I, a born-and-raised Manhattanite, don’t have the proper lexicon to precisely describe just how …', 'Dined at Sip. Awesome atmosphere! Dimly lit and romantic vibes all around. Drinks were so yummy. The huge fried chicken had a mild Szechuan peppercorn flavor that wasn’t very overpowering. The strawberry soft serve was fantastic. 10/10 would recommend!', 'Loved my time at Sip (still have not tried Guzzle), especially with the bar seats! Once I saw them using the Portkey from the Aviary, I was sold on this bar. Cocktails are deliciously great, and the late night snacks are honestly to die for. Must visit bar in WV!']"
36,ChIJyVOaMJtZwokRdMND4_f_L-U,Joyface,Alphabet City,http://joyface.nyc/,joyfacenyc,Popular times,Bar,,{},"['I went here for the matinee. A+. It felt like walking into a 1970s time machine with great music, dancing, and vibes. Highly recommend for an unpretentious early night… complete with a WATERBED! …', 'Really cute place, expensive drinks but amazing atmosphere. There are drag shows on Wednesday and it was very very fun. Extremely fun dj with lots of 70s/80s music. Lots of places to sit and a water bed! Free entry', 'Selective bouncers who let in random people off the street. I was in the “special” line, but watched groups go in without waiting.\nWhen I talked to another bouncer about going in, I was prompted to pay $20 …', ""Came here for a matinee event on a Saturday and had a super fun time.\nThe space isn't large so I imagine some nights it could get pretty packed,  but it wasn't so crowded while I was there that I couldn't comfortably dance around. …"", 'Very hard to get into. Was in front of line for 30+ minutes. I’d recommend going with a party of 2 or less people. I’ve been before and it was great and the atmosphere is super vibey, but don’t count on it as the main event of the night if …']"
1951,ChIJnSKGEJlZwokRQIpiCvzKzV4,Strand Book Store,East Village,https://www.strandbooks.com/,strandbookstore,Updates from customers,Book store,0.0,{},"['Cool old style bookstore with 18 miles of books as they claim. Also has a lot of store branded merch like tote bags and hoodie, t shirts, beanies and more. All fairly reasonably priced. If you’re into books you would like this place. Has a charm about the way it looks compared to modern ones.', 'Four floors of fun! Randomly walking by finding lots of room in each aisle. Nothing blocking the floors from walking super bright on each floor and clean. I found a book on the basement floor and saw so much here that when I have more time I’ll be back to keep checking. One can definitely spend easily a couple hours.', 'Great bookstore with a fantastic selection of books across genres. They offer something for every reader, which makes it a go-to spot for book lovers. However, the store-branded items are a bit overpriced—$20 for a simple canvas bag feels a little steep.', 'I was finally able to visit the original Strand bookstore. It\'s motto is ""18 miles of books"" and it did not disappoint. If you love literature in all forms, the Strand can be a bit overwhelming. The staff were both extremely friendly and …', '$3-7 books on racks outside the store! The books inside are relatively pricey but the vibe inside really makes you wanna buy lotsa books. A great place for bookworms! Their tote bags are a must buy!']"
17385,ChIJWd7fRdZZwokRhru5tn4KsVM,Torrisi,Little Italy,https://www.torrisinyc.com/?utm_medium=Click&utm_source=GoogleMyBusiness,majorfoodgroup,From the owner,Italian restaurant,,{},"['Torrisi deserves all the hype and more. I was exceedingly impressed with my entire dining experience here. I came for lunch and sat at the bar received excellent service from every single person, everyone has proper menu knowledge, the …', 'This place does not disappoint. The hype is deserved. Delicious food in a lovely environment with stellar service. The antipasto and pastas and deserts were all perfect. The tortellini pomodoro is as good as people say. Almond cheesecake delicious. Hard rez to get but worth the effort\nEasier at lunch.', 'One of the most expensive Italian experiences in NYC. The restaurant opens at 5 pm and we got in at 5:15 pm on a reservation. We wanted to order the braised lamb, although the menu did say it was limited availability, the server told us it …', 'This was a fantastic experience at lunch.  Tortellini Pomedoro, Jamaican beef Ragu, and Chicken dish.  The American and Italian hams came first for appetizers.  Next the pasta.  The beef rage was very flavorful with just a little spice. …', ""First time to Torrisi. Was very impressed overall going in with high expectations. The octopus was amazing. Endives salad really good. The tortellini pomodoro was the best dish. Possibly the best pasta dish I've had outside of Italy. …""]"
397,ChIJmZ5emqJYwokRuDz79o0coAQ,Solomon R. Guggenheim Museum,Carnegie Hill,https://www.guggenheim.org/,guggenheim,Admission,Modern art museum,0.0,{},"['I dropped by the Solomon R. Guggenheim Museum one evening, and even a quick visit was so worth it! The iconic spiral design is stunning, and just walking through the product store was a treat. They have an amazing selection of art-inspired …', 'Tickets cost $30 which seems a bit pricey compared to the scale or number of art items featured. There are some evening hours that don’t require such ticket prices. I enjoyed the visit otherwise and observed various pieces of modern art. I …', 'This modern art museum is architecturally inspiring, and that is what makes a visit there worthwhile. I found the collection a bit underwhelming, particularly compared with other museums in New York, but the way the museum is built is a …', 'My first visit to Guggenheim Museum is pleasure and relaxing . The whole building is a spiral and easy for people who has limitation. Not so crowded on the day I visited may be because it is a Monday. But Guggenheim offer visitors to pay …', 'The Solomon R. Guggenheim Museum is an architectural marvel and a must-visit for art and design enthusiasts. The iconic spiral structure designed by Frank Lloyd Wright is as much of a masterpiece as the art it houses. Walking through the …']"
11889,ChIJQT7u80BZwokR5MLuGvTsBiY,St Jardim,West Village,http://www.stjardimnyc.com/,stjardimnyc,Popular times,Wine bar,,{},"['Great cozy vibes. Menu changes often and we loved all the bites we got. Interesting wine selection and recommendations were spot on. We spent $90 pp for 2 glasses and enough food to make us stuffed! Don’t miss the cavatelli or bread pudding.', 'The salad was delicious, and the bread was high quality. Our waitress was very kind, skillfully moving us inside when outside seating rules didn’t allow rearranging chairs. Cozy bar, lively vibe — loud but adds charm!', 'It’s overpriced food for small quantities of food. Service was fine.\n\nI tasted 3 different red wines on offer and 2 of them tasted so funky. Glad …', 'We’ve called the West Village home for three years, and almost every Friday, you’ll find us here for a cup of Joe or a glass of wine — our neighborhood spot. In a city like NYC, where coffee shops are on every corner, we made it a point to …', 'Reviewing my last review. I’m glad I returned to SJNYC. They have a wonderful and extensive wine list which if they have a bottle open will let you taste and give you a thorough description on the wines which is nice. The place is bustling …']"
1923,ChIJF9Du35RZwokRFGd0oc4diZs,Magnolia Bakery,West Village,http://www.magnoliabakery.com/,magnoliabakery,Updates from customers,Bakery,,{},"['I stopped by Magnolia Bakery because, of course, Sex and the City made it a must-see. I grabbed a red velvet and vanilla cupcake to-go, and it was such a fun experience, especially since I could totally connect it to the show. The cupcakes were delicious! I’m already planning my next visit to try the banana pudding and cheesecakes!', 'We stopped here a few weeks ago in mid-November on a beautiful and sunny Sunday. The main focus of my visit was the much-talked about banana pudding, but we ordered a few other items as well. There is no seating, so we enjoyed our dessert …', 'The banana cream pudding is as good as they say it is! I was just going to try a little and save the rest for dinner, but I couldn’t help myself! I had to run to the nearest town house step and gobble this baby down! It had chunks of cake …', ""Finally tried magnolia bakery in NYC. This location didnt have a very long queue unlike the one at Times square. We easily got through and placed ordered, Banana pudding (that's what most of the people were ordering) chocolate cupcakes and …"", ""Magnolia Bakery in the West Village is a must-visit destination for anyone with a sweet tooth! I recently indulged in their famous treats, and let me tell you, it was absolutely delicious. The moment you step inside, you're greeted by the …""]"
616,ChIJ_abIqHtZwokRLWbw0G-lzu8,Café-Flor / Bar 21,Chelsea District,https://www.raulavilainc.com/Raul_Inc/cafe,cafeflornyc,Updates from customers,Espresso bar,,,"['Great atmosphere. Place has a very relaxed vibe but also social hang out style. Tons of plants so it adds to the sort of tropical vibe. Butter Croissant and almond croissant were insanely good, coffee also great. Spent all of the afternoon …', 'Wanted a bar where I could relax with a cocktail and not be bothered. Randomly found this place which had comfy couches and a chill vibe. I went on a Monday night so it wasn’t crowded. My cocktail (The Garden Path) was delicious. I will be …', 'Very photogenic place! Great for meeting a friend or spending some time alone. Tons of seating and lots of beautiful decor. Both the coffee and matcha were good! I liked the ice coffee I got and they have soy milk too.', 'Beautiful ambiance and great matcha latte (extra $1 for non dairy milk)! Ample seating in two differently decorated rooms. Lots of photo op opportunities which people are definitely using. Good wifi. Seating is reserved to 90 minutes …', 'Amazed by the beautiful decoration of this cafe-bar , the service is always great , friendly and welcoming baristas. Will definitely recommend it']"
10592,ChIJ1-mW-LhbwokR7Ryv5ha-gzc,Golden Diner,Two Bridges,http://www.goldendinerny.com/,goldendinerny,Updates from customers,Diner,,{},"[""There are no words to describe how AMAZINGLY GOOD this place is. The pancakes are an absolute must and add the jam if you'll like. …"", 'I decided to visit after seeing all the hype on social media, which had me really excited to try their food. Overall, it was a decent experience, but it didn’t quite live up to the expectations set by the online buzz. …', 'the line had already build up way before the place was even open. I got there around 945 and the line was around the block. Slowly made my way inside and got the estimated wait time. After about 25 minutes I got a message saying my table …', 'The hype at Golden Diner is real. We made dinner reservations because I can’t stand waiting forever for a table—but heads up, they don’t take reservations for breakfast or brunch. The menu is the same all day, though, so you’re not missing …', 'Good pancakes. I’m not a pancake person but they were super crispy. The syrup is very powerful and sweet, so get it on the side if you can’t handle the sweet punch. …']"
641,ChIJKRVIbKhZwokRBg-yFy8VlKA,Her Name is Han,Midtown South,http://www.hernameishan.com/,hernameishan,Popular times,Korean restaurant,,{},"['The food was typical Korean food, but it was extremely good. A few of the dishes we had were Bossam, seafood pancake, spicy seafood tofu stew. They all had a slightly elevated taste which I enjoyed. I especially enjoyed the seafood pancake …', 'Came here with a couple of friends on a Saturday night. This place was very busy. Every table was full and we miraculously was able to get a table for 3. Very simplistic menus and you have a choice between non-alcoholic and alcoholic …', 'Incredibly soothing atmosphere with amazing food and service. The seafood soup was seasoned perfectly and not too salty, highly recommend. Also, the marinated crab is a must here, very good!', 'Lots of great options here with a big focus on their stews. We had the army stew which was okay but I’d do one of the other stews next time to try something more interesting. Service is friendly and fast which is great. We walked in around 530 on a weekday and got a seat immediately.', 'Her Name is Han offers a small lunch menu of classic Korean meals, but what they do, they do very well. The flavors are well-balanced, and the quality of the ingredients are solid. …']"
530,ChIJUWNTySlawokRFApT4_EDvv8,Coming Soon,Chinatown,https://comingsoonnewyork.com/,comingsoonny,Popular times,Home goods store,,{},"['I just stopped by to window shop and take a look around. It’s a super cool place, with eclectic decor and a unique selection of products to choose from! They have all sorts of cool decorations and knick knacks, and going through the store is such a fun experience!', 'Curated selection from small and independent artists. Colorful, vibrant and distinct. Everything in here is fun and the exact opposite of the boring minimalist trend you see. I want everything in here. Especially the Matthew Ward pottery. A must see if looking to bring some new flavor into your home.', 'Amazing unique goods for home, some furniture - like stools and tables. Rugs. Would make a great place to buy a gift!', 'Eclectic store with cool finds. Great spot to buy cool, funky accessories and furniture for your home. So many gifts options as well!', 'They have had my money since 11/22. I have not heard one word about the shipment. My advice is don’t place an online order. The aggravation is not worth it']"
1442,ChIJUZ0c7MpYwokRh8SiMzCXL98,The Noguchi Museum,Queens,http://www.noguchi.org/,NoguchiMuseum,Admission,Art museum,0.0,{},"['an inspiring museum unlike any other. preserved & cared for, lovely on a cold day. the temporary upstairs galleries were so captivating, well curated, and quiet. we went midday on a Wednesday and it was a transformative experience. so worth the travel time.', 'This museum is really unique, i ve never seen anything like it. My recommendation is to make a research before visiting. Also this place is awesome for people of Art.', 'Beautiful museum worth checking out! No line, large space, the garden is so peaceful! I loved my visit.', 'The free Friday event was quite nice. The space was not as crowded as it would’ve been at the met, mona or Whitney. I love the garden and the shop. The most the garden is really a place where you can sit down on a bench or on a mat and …', 'Amazing museum with great artwork.\n\nIncredible pottery and stonework! This is a really inspirational place for all …']"
432,ChIJfd-PtKNZwokR-m-0kzVTgBs,Thai Villa,Chelsea,https://thaivillanyc.com/,thaivillanyc,Updates from customers,Thai restaurant,,{},"[""One of if not the best Thai restaurants I've been to. Absolutely beautiful interior creating a fun yet intimate atmosphere making it perfect for a date but also for a family/friends outing. The service was impeccable and the waiter checked …"", 'I came here tonight and tried the vegetarian dumplings, Thai salad, and red curry. Unlike most Thai restaurants I’ve called in NYC, they make their curries without shrimp paste or fish sauce, making them vegetarian-friendly—a …', 'We walked in Sunday at 4:45 pm, 15 minutes of them opening, without a reservation and found the place was abuzz already. …', 'I had an amazing dining experience at this Thai restaurant! Their traditional dishes were outstanding, especially the chicken and rice in the lotus leaf—it was flavorful, aromatic, and beautifully presented. The balance of spices and fresh …', 'Great service from Sofia! She was friendly and gave helpful recommendation for the food. Delicious authentic Thai cuisine with vibrant atmosphere. We will be back!']"
1211,ChIJLyS5dYRZwokRlkA0g9eijjs,Laser Wolf Brooklyn,Brooklyn,https://www.laserwolfbrooklyn.com/,laserwolf_bk,Popular times,Israeli restaurant,,{},"['The roof terrace/water view was beautiful.\nStarting out with the things that impressed us: the french fries were phenomenal, the hummus was delicious and the dessert was extremely impressive. The …', 'Outstanding food and chill service. Some of the best flavors I have ever had in this city after living here for 10 years. The pita bread is so soft I could sleep on it. Every bite from the delightful salatim to flavorful chargrilled meat to the the tahini shell soft serve was amazing and I cannot wait to return over and over', 'As I reflect back on my favorite meals of 2024, Laser Wolf immediately comes to mind. …', 'Incredible dining experience! Laser Wolf in Williamsburg is hands-down one of the best meals I’ve had in a while. The salatim spread was phenomenal—featuring some of the best hummus I’ve ever tasted—and the fact that it’s unlimited was a …', 'Dinner at Laser Wolf was nice with great skyline views and interesting foods and flavors. The app and spread platter that comes with the meal was tasty, especially the hummus and babaganoush with the warm pita. We wish there were more …']"
