corner_place_id,name,neighborhood,website,instagram_handle,timestamp,google_id,description,hours,category,price,reviews,rating
9749,COTE Korean Steakhouse,Flatiron District,https://www.cotekoreansteakhouse.com/,cotekoreansteakhouse,2025-02-23T11:37:16.126957,ChIJQ1R3hKNZwokRQM4wbIrc00o,"Upscale Korean steakhouse featuring tables with smokeless grills, plus an extensive wine list.","{'Sunday': '5 to 11 PM', 'Monday': '5 to 11 PM', 'Tuesday': '5 to 11 PM', 'Wednesday': '5 to 11 PM', 'Thursday': '5 PM to 1 AM', 'Friday': '5 PM to 1 AM'}",Steak house,$100,"['What amazing experience!! Lead there by a friend, the dinner was amazing! Really nice location, the meat was excellent, especially the wagyu A5 that melted in the mouth. We tried the butcher’s feast to try different cuts. Also the cocktails were amazing, I highly recommend the warriors. A spot that you cannot miss in NY!', 'What a great experience! Tons of food comes with the butchers feast, so worth the price. It was just us two and we easily could’ve fed at least 1-2 more people. Come hungry and leave satiated. Great first time Michelin dining experience in an upbeat contemporary setting.', ""If you like beef, this is a great place to go. Upscale korean BBQ but that is cooked for you.  We started with the Korean Baxon which was a little over cooked and had a distinct celery flavor that I didn't care for. Also had the Tuna Tartar …"", 'a 10! everything here is perfect. The staff, the food, the selection, the drinks, the atmosphere… All fantastic. The chef’s selection is a wonderful opportunity to try four different types of beef along with numerous side dishes, followed by a truly adorable dessert of soft serve ice cream with soy sauce caramel sauce on top.💕💕 …', 'Cote did not disappoint! Every part of the meal was absolutely incredible from the ambience to the service to the drinks and to the meal itself! We ordered the butcher feast and oysters. My favorite cut of meat was the flat iron Wagyu. It …']",
2746,Metrograph,Chinatown,http://metrograph.com/,metrograph,2025-02-23T11:37:25.361126,ChIJ58HssClawokRefq6VNIOrlY,State-of-the-art cinema with an upscale American eatery & two bars evokes old-time Hollywood haunts.,,Movie theater,$$$,"['Love this place as a movie lover. So many incredible classic movies. I would always support an independent cinema like this. It’s definitely a hidden gem in NYC', 'Really good selection of movies. Good atmosphere. Classy. The seats are too hard though.', 'This theater is so dope. Very small and seems like independent venue. Went for a screening of a few African films and to buy a book from Amy Sall. Got a mock tail from the bar. Definitely recommend you check out the films showing.', 'I dine here often, and the Commissary restaurant never disappoints. Both brunch and dinner are fantastic. The room is beautiful, and the service is consistently great. They also have a wonderful wine list and excellent cocktails. The …', 'Cute and quaint movie theatre for a date night. Great selection of drinks and snacks to choose from and there is a bar and restaurant upstairs.\nThey seem to feature a great selection of independent films some of which they …']",
2756,Buvette,West Village,http://www.ilovebuvette.com/,buvettenyc,2025-02-23T11:37:34.594948,ChIJEwHZcZNZwokR810IgyQhoZM,"Popular, quaint bistro offering a French small-plates menu at breakfast, lunch, and dinner.","{'Sunday': '8 AM to 12 AM', 'Monday': '8 AM to 12 AM', 'Tuesday': '8 AM to 12 AM', 'Wednesday': '8 AM to 12 AM', 'Thursday': '8 AM to 12 AM', 'Friday': '8 AM to 12 AM'}",French restaurant,$30–50,"[""Atmosphere was great! And food was awesome! Really nice place to sit outside during the fall with a hot cappuccino when the leaves are falling 🍁 Highly recommend. There is always a long line and they don't take reservations for brunch. I …"", 'Buvette in Chelsea is simply a must-visit for me every time I’m in New York. I was first introduced to this location, though I’ve also been to their Paris spot, and it’s always amazing—the food, the vibe, and the service are consistently …', ""I went here last week with my sister....we got the grilled cheese with mushrooms is the best GCh I've ever had and the waffle was pretty good too!! The only thing is that this place is pretty tiny 🥲 we waited for like 30 minutes to be …"", 'Amazing French food! Also had the best chocolate mousse here, definitely worth the price! Reservations are highly recommended cause the place was packed on a Wednesday night. Some bar seatings available but not a lot. The restaurant is cozy so limited seating available.', 'My girl friend and I visited Buvette on a cold rainy Sunday morning in February and were lucky to be seated within 5 mins of arriving! For context we arrived around 10am. …']",
2699,usagi,Brooklyn,http://usaginy.com/,usaginy,2025-02-23T11:37:44.223851,ChIJn1K9TDJawokReSrf6lk1Xck,"Calm, Japanese-inspired cafe & exhibition space featuring an art gallery, bookstore & coffee bar.","{'Sunday': '10 AM to 5 PM', 'Monday': '9 AM to 5 PM', 'Tuesday': '9 AM to 5 PM', 'Wednesday': '9 AM to 5 PM', 'Thursday': '9 AM to 5 PM', 'Friday': '9 AM to 5 PM'}",Art gallery,,"['Loves the yuzu tea, but note that their kitchen closes early on some days. I will be back to try some of their hot food. The art was a little bare to be honest but they have a good selection of cute gift items. Customer service was 3.5/5', 'cute concept with great matcha and study space near Dumbo in an art gallery. Good for a midday stop or to get some work done solo. I didn’t spot many outlets for laptops, but they did have a cute store', 'Such a cute space! Blends an art gallery, library & coffee shop. I tried their rice balls/triangles with Plumb and it was really good. They have lots of matcha & coffee drinks and spaces to sit and relax while looking at art and books.', ""I really like the vibe of this place. It feels very cozy with a nice sitting area, but it is also a gallery, bookstore and gift shop at the same time. They offer food and drinks. I got a matcha latte. It was a good quality matcha! The worker didn't seem very friendly though."", 'calming wonderful ambiance with artwork + books - high quality matcha\n\nbought a bag of cream Earl grey tea as well']",
18352,Via Carota,West Village,http://viacarota.com/,viacarota,2025-02-23T11:38:12.620390,ChIJr7FOf5NZwokRu3CDYtzVmuQ,"Italian trattoria serving traditional plates & apéritifs in a rustic, cozy space.","{'Sunday': '10 AM to 11 PM', 'Monday': '11 AM to 11 PM', 'Tuesday': '11 AM to 11 PM', 'Wednesday': '11 AM to 11 PM', 'Thursday': '11 AM to 11 PM', 'Friday': '10 AM to 11 PM'}",Italian restaurant,$50–100,"['Great food (albeit small portions), decent service, but very crammed.\n\nI tried skate for the first time and it was absolutely delicious. And now I must …', 'I love the place and the food! Drinks also were perfect. We went for lunch on a Tuesday and the vibe was really chill. Made the reservation that same day.', 'Very solid food at Via Carota. It’s not excellent and doesn’t reach that next level but it’s still very good. The vegetable dishes were by far the best part. The tagliatelle dish was 8.0, needed a meatier and richer ragu. The gnocchi was …', 'This is one of the great Italian restaurants in New York. The most special part of this restaurant is the large selection of vegetable dishes. We had the broccoli and the carrots which were insanely delicious. A special crostini with …', 'The food was super tasty, and everything we tried felt really fresh and authentic. Amazing appetizers, we loved the salad, it came in a very generous portion and was extremely fresh! The pasta was spot-on, and the sauces were full of …']",
18399,Katana Kitten,West Village,http://www.katanakitten.com/,katanakitten_nyc,2025-02-23T11:38:21.783417,ChIJp7-d8P9ZwokRtQtbCsCOCBA,"Cool, bi-level bar serving izakaya fare & traditional American bites, plus whimsical cocktails.","{'Sunday': '2 PM to 12 AM', 'Monday': '4 PM to 2 AM', 'Tuesday': '4 PM to 2 AM', 'Wednesday': '4 PM to 2 AM', 'Thursday': '4 PM to 2 AM', 'Friday': '4 PM to 2 AM'}",Bar,$30–50,"['My girlfriend had been dying to try this place because it’s on north americas 50 best bars list. Hostess and server were great. The service was great. We came around 10p and were immediately seated outside, which is what we requested. We …', 'Fun spot for drinks and small eats. The Azuki Horchata holiday special was fantastic. Loved the cat with a hat glass.', 'Izakaya style dive with great service. Drinks & food were good. The Hinoki Martini is a riff of the Vesper; it was tasty a bit on the pricey side. The Panda Fizz was delicious, especially since I like Calpico. The vibes were fun & the music …', 'Nice cocktail bar. Drinks are good, large choice of drinks. Service could be better, had to ask several times to get a spot at the bar although there was space.', 'We learned about this place from the Top 50 Bars list and got super lucky not to end up waiting in line to get seated. …']",
53862,Radio Bakery,Greenpoint,http://radiobakery.nyc/,,2025-02-23T11:38:30.985173,ChIJidmaBvdZwokRpeaRMeb_rX4,"4.5
(599)
·$10–20","{'Sunday': '7:30 AM to 3:30 PM', 'Monday': '7:30 AM to 3:30 PM', 'Tuesday': '7:30 AM to 3:30 PM', 'Wednesday': '7:30 AM to 3:30 PM', 'Thursday': '7:30 AM to 3:30 PM', 'Friday': '7:30 AM to 3:30 PM'}",Bakery,$10–20,"['This is one of the best bakeries in America. Their croissant is on par with the best croissants in Paris, and so is their sourdough. They have many delicious original creations such as their triple chocolate croissant and everything is made on site. The long queue which can get up to an hour on weekends is worth the wait!', 'Waiting for a good 15 min on a Saturday morning so recommend going earlier! There was a plethora of options and tasted very delicious. Highly recommend the Earl Grey Morning Bun for a fragrant and subtly sweet pastry.', 'We waited in line for about 10-15 on a weekend around noon and it moved at a pretty good pace. There’s lots of options for both sandwiches and pastries. We tried a spicy tofu & cabbage sandwich. It was pretty tasty but I think it would have …', 'Always skeptical of places that have a lot of hype around them, but this place totally deserves it. We came around 8:00AM on a Sunday and was very surprised to see no line outside waiting. The staff was friendly, and the menu seems to …', 'Very cool spot! Unfortunately got here too late for any pastries but the looked amazing! Was able to snag a lunch sandwich was was so well made. Got the spicy tofu and a cookie. Really well done and the bread texture was perfect. Will come back. Recommend coming really early in the morning before they sell out']",
646,Mei Lai Wah,Chinatown,http://meilaiwah.com/,meilaiwahcoffeeshop,2025-02-23T11:38:39.847948,ChIJM3elBidawokRJKPC55N6pQI,"No-frills, cozy Chinese restaurant & bakery serving traditional buns, congee & rice noodle rolls.","{'Sunday': '8:30 AM to 7:30 PM', 'Monday': '8:30 AM to 7:30 PM', 'Tuesday': '8:30 AM to 7:30 PM', 'Wednesday': '8:30 AM to 7:30 PM', 'Thursday': '8:30 AM to 7:30 PM', 'Friday': '8:30 AM to 7:30 PM'}",Chinese restaurant,$1–10,"['I came to try the Pineapple Bun w/ Roasted Pork is so good. Sweet but not too much. It costs around 3$ each. Eat when it warm, so good. …', 'I love BBQ pork buns and my wife loves pineapple buns but put the together you get heaven. These were amazing get the sweetness from the pineapple crust and a bit of a crunch then the savory of the roasted pork inside. I can eat these …', 'the BEST pineapple BBQ pork bun I’ve ever had in my life!!!! The filling is perfectly seasoned and so generously filled! the bun itself is nice and fresh with the perfect pineapple crust. The bun was still so warm when we got it! Lines can …', 'The pineapple roast pork bun is so so good. I’ve had steam roast pork buns my whole life but nothing ever came close to how good this one was. I was skeptical at first about the pineapple bun with roast pork inside but I had one bite and …', 'If you’re coming to Chinatown for a food crawl, definitely make this your first stop. The pork buns are worth the hype, worth the wait. The line will go pretty fast and they have them ready so once you get to the window they’ll just hand …']",
2373,SEY Coffee,Brooklyn,https://sey.coffee/,seycoffee,2025-02-23T11:38:48.960118,ChIJtz83BQFcwokRrUZ9HpeGOng,Contemporary micro roastery serving coffee and pastries in a plant-filled space with a skylight.,"{'Sunday': '8 AM to 5 PM', 'Monday': '7 AM to 5 PM', 'Tuesday': '7 AM to 5 PM', 'Wednesday': '7 AM to 5 PM', 'Thursday': '7 AM to 5 PM', 'Friday': '7 AM to 5 PM'}",Cafe,$1–10,"['A charming specialty coffee shop offering an extensive menu of specialty pour-over and beans for purchase. Also tried the chocolate croissant and it was not particularly memorable. The atmosphere has a trendy, hipster vibe, with plenty of …', 'I visited Sey Coffee on a beautiful Wednesday after running some errands in the area. Drawn by its reputation and elegant interior design, I decided to stop by to relax. …', 'Really enjoyed the pour over from Ethiopia. The espresso was delicious!! The pour over was the best part though. Pretty amazing shop and atmosphere with all the green plants and clean layout. Really good speciality shop. Come early at opening to save yourself time in line.', 'One of my NYC passions is searching for the perfect breakfast cafe, which needs to embody hospitality, serve great baked goods and coffee, and have a sense of community. SEY rings all these bells…and it’s in a great neighborhood for wandering and discovering.', 'If you’re into specialty coffee, Sey is the place for you. Friendly staff, nice atmosphere, good place to visit with a small group. The coffee is slightly on the pricier side, but it does not disappoint. These guys know how to make a great pour over for sure.']",
1934,Lucali,Brooklyn,https://www.lucali.com/,,2025-02-23T11:38:58.345108,ChIJ395CMVlawokRt2oLH_8zmvI,"Upscale brick-oven pizzas, calzones & wine served up in a rustic, stylish eatery.","{'Sunday': '5 to 11 PM', 'Monday': '5 to 11 PM', 'Tuesday': 'Closed', 'Wednesday': '5 to 11 PM', 'Thursday': '5 to 11 PM', 'Friday': '5 to 11 PM'}",Pizza restaurant,$20–30,"[""Don't let the negative Google reviews about service deter you – my experience at Lucali was exceptional. Yes, there's a unique reservation system: we arrived at 4 PM to secure one of the last available dinner slots at 10 PM (on valentine's …"", ""I am a pizza maker myself and I tried every well-known pizza restaurant in NYC and this one was the last one because I didn't like the idea of waiting for over an hour but I am very happy that I did. I can say that this is the best NYC …"", 'The atmosphere was fantastic, the music was great, and the pizza and pasta were delicious! We arrived around 3:30 and there was a line to put our name down. By 4 pm, she began taking names and we were able to enjoy our dinner by 5 pm. Just one hour to savor our meal :) Definitely worth the wait!', 'Perfect spot for your date night in the heart of Brooklyn. BYOB adds to the unique vibe of the place. On the positive side the pizza is delicious. Nothing to argue against. One of the best I’ve had in the US. …', 'Phenomenal, cozy pizza joint that is 5/5 (...as long as you play by ""their rules""). …']",
13980,Sauced,Brooklyn,https://www.saucedbklyn.com/,saucedbklyn,2025-02-23T11:39:07.915293,ChIJW3Jhm8pZwokRlWrTFhoG1BU,"Trendy wine bar serving selections by the glass & bottle, plus daily food specials.","{'Sunday': '3 PM to 12 AM', 'Monday': '5 PM to 12 AM', 'Tuesday': '5 PM to 12 AM', 'Wednesday': '5 PM to 12 AM', 'Thursday': '5 PM to 1 AM', 'Friday': '5 PM to 2 AM'}",Wine bar,,"['What an absolute gem! The ambiance is cozy and inviting, perfect for a relaxing evening with friends or a romantic date. The wine selection is impressive, with something for everyone, from seasoned wine enthusiasts to casual sippers. …', 'Really cool spot to pop in for a drink and some snacks. Tried several different wines, olives, charcuterie board, the staff were all super friendly and helpful. My only critique is if they’re doing a proper wine tasting they should rinse …', 'Great music and very cool atmosphere with different rooms to chill out. Got to try few different wines before we made hour final decisions. Decided to go for a dark disco room and we weren’t disappointed because we found some games and killed it with uno', 'Wandered in when walking past and was pleasantly surprised! You give them an idea of what kinds of wine you like, get options to taste based on that, and choose a glass(es) to drink when you find what you like. Cool concept and cozy space inside.', 'Love the vibe on this wine bar! The staff is super friendly and provides great recommendations. Didn’t try the food but it looks delicious. The reason for the four (not five) stars is that they only have natural wine, so they’re missing out …']",
9841,Gem Wine,Lower East Side,http://gem-nyc.com/,,2025-02-23T11:39:18.653762,ChIJ26qnT6lZwokR0M8xAaWVR0k,"4.4
(106)
·$100+","{'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': '5 to 11 PM', 'Wednesday': '5 to 11 PM', 'Thursday': '5 to 11 PM', 'Friday': '5 to 11 PM'}",Wine bar,$100,"['My favourite food I had in the city, and we ate at two Michelin starred restaurants! They had an incredible chanterelle and nectarine dish when we dined there that I still think about. The interior is lovely, however the room is very loud and they should improve the acoustics! Also service was not amazing. Food though, excellent.', 'Excellent atmosphere. No question. Exactly what you would want in a cozy wine bar. Pretty awful/stand offish service all around. I think whoever the owner is should look into hiring servers who are much more attentive and not too busy …', 'Really pretty space with subtle nautical themes. The lack of detailed wine menu was compensated for by attentive staff with good recommendations. The place gets busy after 6/7pm so reservations are smart if you’re planning a date.', 'A friend and I were able to snag a last minute reservation for 7pm on a Friday night. We had a bottle of skin contact wine, the cauliflower, kanpachi, bread, olives, and the schnitzel. Everything was enjoyable. Some notes: …', 'Food was amazing! But the portions were a little small. We ordered the beignets, the tuna with rhubarb (a must get), bread, ham, salad, the skate wing, and the Mille feuille for dessert. The flavours were super interesting and the …']",
1812,LOS TACOS No.1,Theater District,http://www.lostacos1.com/,lostacos1,2025-02-23T11:39:27.825130,ChIJ6WooklRYwokR3qd-J59t-k0,Small pit stop with standing tables serving authentic Mexican street food.,,Taco restaurant,$10–20,"['WOW WOW WOW. I have been to Mexico but the tacos right here are right up there, if not on top, of the best tacos I have eaten. I ordered 1 of everything and with exception of the cactus it all tasted delicious. The cactus was not bad it is …', '5 out of 5 for a taco stand experience.\n\nComing from London and craving authentic Mexican food. I always make a stop to …', ""Lovely little place with a nice atmosphere and cool interior design- however I just don't get the hype. I placed an order for one chicken, one beef and one pork taco and that was fine. You've then to queue at the food prep area with your …"", 'Decent tacos but not worth that wait or the price. I tried all three and rank them in this order: 1) the pork 2) chicken 3) steak\n$18 for 3 tiny tacos just seems wrong to me though. Definitely worth a try …', ""Wow oh wow! These are some great tacos, and for a great price fast! Not too many options to pick from, which makes it easy to pick. I recommend getting all the tacos, cause they're all great. But you have to have to get the pork, it is …""]",
420,Central Park,Manhattan,https://www.centralparknyc.org/,centralparknyc,2025-02-23T11:39:37.481366,ChIJ4zGFAZpYwokRGUGph3Mf37k,"Sprawling park with pedestrian paths & ballfields, plus a zoo, carousel, boat rentals & a reservoir.","{'Sunday': '6 AM to 1 AM', 'Monday': '6 AM to 1 AM', 'Tuesday': '6 AM to 1 AM', 'Wednesday': '6 AM to 1 AM', 'Thursday': '6 AM to 1 AM', 'Friday': '6 AM to 1 AM'}",Park,,"[""A must visit if you are in New York. Just the scale and size is amazing. It's interesting how the areas around the park are called by the locals based on the residents/ wealth - new money, old money, etc. It's wonderful to know about all …"", 'We have walked around the park on three occasions during our stay in NYC.\nthe Snow fall made it look so beautiful and magical and it helped to give an experience we would never forget. …', 'It is easy to underestimate the sheer size of Central Park and the key role it plays in making Manhattan livable. Buildings  line its four sides like canyons giving the impression that the space is more closed-in than it is in reality. We …', ""Huge park right in the middle of New York. The zoo has some animals and birds you wouldn't normally see in this weather. Penguins were super cute. The children's zoo allows you to pet and feed the goats and sheep."", 'The central park was really nice, it was impressive to walk in a park which is in the middle of the city. There were so many people picnicking, relaxing, exercise, and even doing online yoga classes, which was interesting to watch. The …']",
1195,Taqueria Ramirez,Greenpoint,https://taqueriaramirezbk.com/,taqueria_ramirez_,2025-02-23T11:40:09.516473,ChIJDw8CYIpZwokRm_KQDaRtTK0,"Traditional meat tacos with fillings like pastor and tripa from a compact, subway-tiled eatery.","{'Sunday': '12 to 10 PM', 'Monday': 'Closed', 'Tuesday': '12 to 10 PM', 'Wednesday': '12 to 10 PM', 'Thursday': '12 to 10 PM', 'Friday': '12 to 10 PM'}",Mexican restaurant,$10–20,"['This place is quite popular, so you may end up waiting in line, even during off-peak hours. Flavor-wise, their tacos are good but might not stand out dramatically compared to other top Mexican spots in NYC. Considering the wait time, the …', 'This place was WILD busy on a Sunday mid-afternoon although the line and service moves pretty fast. All the meats we tried were good, and the price was pretty standard. They also let you put the taco toppings on yourself, which was awesome. …', 'The pastor was definitely one of the best I ever had. Loaded with lots of meat and flavor. Definitely worth the trip. The rest are just okay. Limited seating and no take outs.', 'Happened to walk by and noticed the crowd so I tried a few tacos, and am SO happy I did! The pastor is a staple but the tripa is what blew me away! I literally came back the next day because I had to have it again. Great spot, love the vibe, and can’t wait to be back!', 'Popular hole in the wall taco spot in greenpoint for good reason. Outside of Mexico, these are the best tacos I’ve ever had and every time I’m in greenpoint I try to make a stop here. …']",
21244,Caffè Panna,Gramercy,https://www.caffepanna.com/,caffepanna,2025-02-23T11:40:18.804383,ChIJpUwuIMNZwokRBlex2HAooM0,"Roman gelateria churning out seasonal scoops, affogato, and coffee in a stylish setting.","{'Sunday': '1:30 to 9:30 PM', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '1:30 to 9:30 PM', 'Thursday': '1:30 to 9:30 PM', 'Friday': '1:30 to 9:30 PM'}",Ice cream shop,$$,"['Loved the olive oil (topping) and olive oil stracciatella with panna and sea salt. It was amazing: creamy, refreshing, well balanced, super interesting. I thoroughly enjoyed. …', ""I've followed Caffe Panna on instagram for a while, so when I visited New York, I just HAD to try it. My gf and I have visited twice so far, once in 1/24 and another time in 12/24. Both times it was absolutely lovely. The flavors are unique …"", 'Their ice cream is always good. I always go when there’s a flavor I wanna try that day as their menu changes daily, but the flavors are available on their IG page. I have tried their soft serve a couple of times but didn’t really enjoy it …', 'I love this place! Long time customer and fan! Their rotating selection of pints/ice cream is worth the often long lines—you can’t go wrong with coming here. I feel like they often have something for everyone. This location is solely …', 'Not to be dramatic, but I have eaten a lot of ice cream and this SOARED above anything else in my memory. I think about it weekly and wish I lived nearby. The line is long, it is worth it.  I wish there was some easier seating, but it will not deter me from returning. Get the sea salt.']",
2466,Katz's Delicatessen,Lower East Side,https://katzsdelicatessen.com/,,2025-02-23T11:40:27.985453,ChIJCar0f49ZwokR6ozLV-dHNTE,No-frills deli with theatrically cranky service serving mile-high sandwiches since 1888.,"{'Sunday': '12 AM to 11 PM', 'Monday': '8 AM to 11 PM', 'Tuesday': '8 AM to 11 PM', 'Wednesday': '8 AM to 11 PM', 'Thursday': '8 AM to 11 PM', 'Friday': '8 AM to 11:30 PM'}",Deli,$20–30,"['★★★★★ The best bagels in East Village!\n\nIf you’re a fan of authentic New York bagels, this spot in East Village is an …', 'I visited Katz Delicatessen today. The most famous pastrami sandwich in New York City since 1888! Very lively and busy inside, the only chance not to stand in line is to come to the opening at 8.00 in the morning as I did. Super lots of …', 'If you want a big, authentic deli sandwich you won’t be disappointed. Yes it’s on the pricey side but the sandwiches are packed full of meat. The restaurant is full of history and a cool place to sit and eat. It’s definitely worth visiting on a trip to NYC!', 'Classic. You need to spend some time in the queue but it’s 100% worth it.\nTaste of the famous sandwich is amazing. It’s a huge portion so you can share it with the others. …', 'Simply put, the best pastrami sandwich I have ever had.  I went Sunday morning which had no line whatsoever.   The pickles were pickling the bread was breading and the mustard lived up to the hype.  Pastrami was 28.95 a bit steepbut in my …']",
15324,Davelle,Lower East Side,http://davellenewyork.com/,davelle.nyc,2025-02-23T11:40:37.389603,ChIJk1s5AIFZwokRymNr0rhKWFE,"Japanese cafe offering set breakfasts and lunches, plus coffee, tea, and matcha lattes.","{'Sunday': '9:30 AM to 4:30 PM', 'Monday': '9:30 AM to 4:30 PM', 'Tuesday': '9:30 AM to 4:30 PM', 'Wednesday': '9:30 AM to 4:30 PM', 'Thursday': '9:30 AM to 4:30 PM', 'Friday': '9:30 AM to 4:30 PM'}",Japanese restaurant,$20–30,"['I couldn’t resist the allure of the beautifully crafted toasts and had to give them a try. While they were definitely worth the experience, I wouldn’t splurge on them regularly—more of a one-time indulgence for me. That said, the chicken …', 'Davelle was a major letdown.\nWe ordered the Berry and CC toast, karage fried chicken, chicken katsu curry, and uni spaghetti. The food was mediocre at best. …', 'The toasts were a bit thick but the cream cheese and flavored toppings are really good. Also got the curry and it was delicious! …', 'I have developed mild obsession with black sesame and have been on the hunt for the best black sesame latte. I have tried MANY black sesame lattes over the past six months and this is in my top 3 due to its rich black sesame flavour. …', 'One of my absolute favorite places in NYC!! The service and quality is top notch and the staff is extremely kind and accommodating. The food is phenomenal and all the drinks were so good. I come back every time I’m in town :) …']",
1941,Chelsea Market,Chelsea District,https://www.chelseamarket.com/,chelseamarketny,2025-02-23T11:40:46.560068,ChIJw2lMFL9ZwokRosAtly52YX4,"Indoor marketplace renowned for its wide range of grocers (fish, produce, etc.), shops & eateries.","{'Sunday': '7 AM to 10 PM', 'Monday': '7 AM to 10 PM', 'Tuesday': '7 AM to 10 PM', 'Wednesday': '7 AM to 10 PM', 'Thursday': '7 AM to 10 PM', 'Friday': '7 AM to 10 PM'}",Market,$,"['Chelsea Market is an NYC must! I’ve been several times over the years. Every time I visit, I always have a great experience. We went to Chelsea Market twice last weekend and it did not disappoint. There was a pop up store set up for the …', 'I really don’t get the hype around this place—it’s definitely overrated. Whenever I visit a new city, I love checking out famous markets because they usually have so much character, but Chelsea Market just didn’t live up to the expectation. …', 'A must experience in NY! You can also visit while on the High Line walk above the city buildings. …', ""Chelsea market here is a food lover's paradise! Every time I come here, I'm motivated to try something new. Every dish looks mouthwatering and scrumptious. If you're passionate about food, you'll be delighted!"", 'Chelsea Market was a food paradise. There were so many shops lined up that just browsing was enjoyable, but the lines were long, requiring some patience. The fresh seafood stores were particularly impressive, and we had lobster, which was …']",
249,Attaboy,Lower East Side,http://attaboy.us/nyc,attaboy134,2025-02-23T11:40:55.797111,ChIJDbQMBIdZwokRVS4L8B8V5SA,"Innovative, creative cocktails & classic concoctions mixed up in a trendy industrial-style space.","{'Sunday': '5 PM to 3 AM', 'Monday': '5 PM to 3 AM', 'Tuesday': '5 PM to 3 AM', 'Wednesday': '5 PM to 3 AM', 'Thursday': '5 PM to 3 AM', 'Friday': '5 PM to 3 AM'}",Cocktail bar,$$$,"[""Fun place. We had the Mermaid Brew, and it was nice and tart and citrus-y. Friendly, and a big screen for games. Probably even more fun when it warms up. We'll definitely be back. Food truck was decent but a bit pricey. Nachos are great, tacos are a bit soggy."", 'Deducted one star due to the fact that they rush you out. Otherwise, very cool concept and delicious drinks. They ask what flavors and spirits you typically like and then create a drink based on what they have seasonally and it somehow …', 'It’s so strange as everyone else says in his review. A bit difficult to find it, a quee to wait but very nice cocktails without really asking for something specific. Bartenders are really helping and they make you something for your taste …', 'I had heard about this place for a while, and last night, my girlfriend and I finally decided to check it out. As we walked by, we asked about a seat, and the kind doorman informed us there would be a 15-minute wait. He took my phone number …', 'super solid spot cocktails. classics with a twist. Mikey and Steven know what’s up - tell them what you need and they will deliver. we got a martini and negroni with a twist and 2 other spirit-forward cocktails. cool vibe inside too - …']",
188,Shukette,Chelsea District,http://www.shukettenyc.com/,shukettenyc,2025-02-23T11:41:04.986371,ChIJuabZo6hZwokRhGPoGjo0H6k,"Bustling destination with chef's tables, turning out kebabs and seafood specialties.","{'Sunday': '4 to 10 PM', 'Monday': '5 to 11 PM', 'Tuesday': '5 to 11 PM', 'Wednesday': '5 to 11 PM', 'Thursday': '5 to 11 PM', 'Friday': '5 to 11 PM'}",Middle Eastern restaurant,$50–100,"['My boyfriend and I passed by this place so many times since it is right down the street. We decided we had to try it out since every time we passed by it was packed. We finally got a reservation and decided to try it out. …', 'I finally got a reservation at Shukette after multiple attempts, and it was absolutely worth the wait! Maybe it was the cold weather keeping people in, but I was lucky to snag a table just three days in advance. …', 'The hummus was one the best I had In a long time. The lamb and chicken were great! The service was wonderful even though we came in at such a late hour. I thought the food was phenomenal as well as the drinks. They do a very good job, I would come here again.', ""Wow! This is legitimately one of the best dinners I've ever had. The staff were also amazing... Had a wonderful waitress who was extremely helpful. Don't miss the lebnah and the roasted cabbage. Also had the battered mushrooms and the …"", 'Circle tables and booths in a vibrant yet cozy atmosphere with fun decor set the stage for an overall pleasant dining experience on a snowy winter day. I would come here immediately again just for their bread and dips. Drooling thinking …']",
153,Grace Street Coffee & Desserts,Koreatown,https://www.bygracestreet.com/,gracestreetcafe,2025-02-23T11:41:14.294027,ChIJ9Sto4ahZwokRXpWiQYiOOOo,"Contemporary coffeehouse offering Asian donuts, waffles, matcha lattes, teas, and espresso drinks.",,Dessert restaurant,$10–20,"['Matcha Beignets and hot Lavender Milk Tea just hit the spot... perfect for a chilly December day in the City.  They take your order as you enter (be ready to be tempted to order everything from the menu, but remember the serving is …', ""When I'm in K-Town NYC, and I'm looking for bubble tea or shaved ice, I go to Grace Street. They're typically quite busy, so you may have to wait a bit for seating, but you can also do takeout as well. The service is quick, the space is …"", 'i love their shaved ice so much i’ve been here multiple times it’s just so amazing it can get crowded but there’s always seating somehow it’s amazing here it’s open late and just so nice i will eventually try all their desserts eventually hopefully', 'Even though it was pretty crowded, we found seats without much trouble. The matcha beignet and matcha ice cream were absolutely delicious, but the Ube latte was just alright.', 'I came here for a sister’s date. You must order upon entering in order to sit down. There are 5 steps so it’s not accessible if you have a wheelchair. The food took 10+ minutes to be ready and it was somewhat busy. They use beepers to …']",
