found,name,corner_place_id,google_id,original_name,neighborhood,description,price_range,cuisine,address,reviews,url
True,Round K by Sol,417,ChIJ2ZeQHIdZwokRQHE0IoFSeus,Round K by Sol,Chinatown,Coming Soon!,$30 and under,"Korean, American, Fusion / Eclectic",78 Canal St,"['Loved every second of it! Han was great to talk with', 'What a special experience! Food and drinks were great! Everything on the menu was available except for one cocktail (there are many). We were warm and comfy. The person grilling and serving was so wonderful - loved hearing his experiences and his recommendations were spot on. We had fish cakes, noodle soup with mackerel, and pork belly. All were superb!', ""So by day, this spot is a normal cafe. But by night, it apparently turns into a Korean street food stand. You go through the cafe and to the backyard, where there's a beautiful hut hiding a chef grilling up giant shrimp and mackerel.\n\nThe seating is outdoor so dress warmly. There's some heating elements but not enough. The table seats are also a bit low so if you're not ok with that, make sure you snag a seat by the bar.\n\nWe were a bit disappointed when we got there and they told us there was no pork belly or galbi. That was literally half the menu! Halfway through our dinner, galbi became available so we ordered a grilled one.\n\nThe noodle soup and Oden were the best. Both was Seoul (get it?) warming. The giant shrimp was fresh and grilled nicely.  The chicken fried rice tasted mostly like butter unfortunately. And the grilled galbi was 90% bone and no meat.\n\nAll their cocktails are soju based. The cold brew cocktail taste like watered down coffee. But the soju mule was tasty.\n\nOverall I'll give these guys a 3.5. I'll come back for the vibes and good service. The chef offered us more broth as we were finishing the noodles. Maybe we'll try the other dishes next time assuming they're available."", 'We came for dinner the other night and this was such a treat to experience a slice of Korea in NY like this. We were honestly worried about eating outside because of the cold weather but were surprised how cozy it was since they use heated tables! Very friendly staff and the perfect comfort food - we canâ\x80\x99t wait to come back again!', 'Since it is outdoor I was worried. When I asked the restaurant they said tables have heaters (Kotatsu japanese table heater) I decided to try! and I am so happy that I tried the unique experience! the vibe was really great and the food also good. I would recommend to my friend to visit!']",https://www.opentable.com/r/round-k-by-sol-new-york
False,Tatiana by Kwame Onwuachi,23676,ChIJxy0SM0xZwokR5vC0f4wVlP0,Tatiana by Kwame Onwuachi,Lincoln Square,,,,,,
False,Ho Foods,22862,ChIJe4VNN51ZwokROEd_MDhh1mQ,Ho Foods,East Village,,,,,,
True,Jean's,48937,ChIJS9OS9sNZwokRx5r2iXYAk5E,Jean's,NoHo,A neighborhood destination for diners looking to discover updated American and European classics made with farm fresh produce.,$31 to $50,Bistro,415 Lafayette St,"[""Vibes are cozy and upscale. The food was delicious, unfortunately some of the cocktails were a bit off/not to our liking, but the wine choices were fantastic and the waiter was quick to make a swap. \n\nThe team at Jeans made my birthday party extra special with a champagne toast at the end of the night! Thanks all - can't wait to come back!"", 'Food was delicious but I felt like it was a tad overpriced for what it is, itâ\x80\x99s very simple food, basic dishes, nothing groundbreaking. Ambience is great however we were sat next to two very annoying tables: one with guests that were screaming the whole time and another with guests that kept taking flash photography every 15 seconds. This was absurdly disturbing which to be fair ruined our time at the restaurant. Service was good, not great. We felt like we were being rushed to order everything and make decisions very quickly, it felt like they wanted us to get out of the table as soon as possible. Donâ\x80\x99t know if Iâ\x80\x99ll be coming back but itâ\x80\x99s worth it going at least once just to try.', 'Missed more dessert options; try to sit at l main dining room not kitchen corridor', ""Jean's feels very special from the minute you walk into the door.  It's spacious and has a great vibe.  They have some interesting food items as well as standards that are very delicious.  We enjoyed an heirloom tomato salad (a special that evening that was very flavorful).  I tried the grilled vegetables entree and the portion was substantial.  Sometimes veggie dishes can be skimpy but this was not.  The pasta pomodoro was also very nice.  I wouldn't recommend ordering the bread.  It is basically two slices of bread toasted and cut in 4 pieces.  Nothing special and not worth the price.  Besides that, everything else was fabulous.  The waitstaff was attentive and kind.    It night be fun for a celebration or a special evening out. I will definitely go back."", 'Great service and ambiance! Portions were a bit small though.']",https://www.opentable.com/r/jeans-new-york
False,Joe's Pizza,648,ChIJ8Q2WSpJZwokRQz-bYYgEskM,Joe's Pizza,West Village,,,,,,
False,Jua,11410,ChIJfTgbIE9ZwokRdRjFE2OMZN8,Jua,Flatiron District,,,,,,
False,The Back Room,14449,ChIJnY19HoFZwokRfs9FwDLVRKw,The Back Room,Lower East Side,,,,,,
True,I Sodi,3348,ChIJK2mBYJNZwokRIT4oANQ6OFY,I Sodi,West Village,"Enjoy an authentic Italian culinary experience with a calm atmosphere and a variety of delicious offerings at I Sodi. The menu reflects elements of Florence, Italy, where the owner was born and raised. Appetizers include various salads and a selection of meat and cheese dishes. For the main course, I Sodi offers housemade pasta dishes that include spinach and ricotta ravioli and lasagna in meat or artichoke sauce. 

Those looking for other options will find Cornish hen, New York strip steak and fried chicken dishes crafted with fine herbs for a full-bodied taste. Side dishes include sautÃ©ed spinach, fried potatoes and cannellini beans to name a few options. I Sodi has a bar with drink selections that pair beautifully with the various meals.
",$31 to $50,Italian,105 Christopher Street,"['We enjoyed an early dinner at the bar counter.   All the dishes we tried was rather simply prepared, but delicious allowing you to enjoy the flavor of the good quality ingredients.  The home made pasta was lovely, too. They reminded me how the cooking should be.  The services at the bar was excellent, too: quick, efficient, and caring.', 'Oh this was an amazing restaurant. Food was the fantastic but the service  was the part that pushed the score to 5/5. \nWe had Tartare, Lasagna, Artichoke salads, Risotto. All super good', 'We come to I Sodi a few times a year and are never disappointed. We were there the night of the NYT review by coincidence and it was packed. Newer waiter was rushing us a bit, but it will settle down again and be the perfect gem of a restaurant that we love. The food is divine.', ""Food is excellent but staff make it very clear that they have ample regulars and you're not one of them. Left standing in doorway without anyone so much as nodding at us for literally 5 minutes. And not because we were badly dressed or behaved just to be clear, and we had a reservation at an early hour.  In fairness, the place is tiny, but the chilly attitude was most disappointing. Oh well, there are plenty of top notch restaurants where they treat new patrons beautifully."", 'The restaurant staff is professional and welcoming.  The restaurant itself is small and the decor is not so inviting.  Food is overpriced-better value at Villa Mosconi, Mezzogiorno, Arco Cafe.  The cacio e pepi is VERY peppery and salty-overpowers the pasta.']",https://www.opentable.com/i-sodi
False,Pastis,9935,ChIJ8U_F9b9ZwokRTaHyDKWRNSg,Pastis,West Village,,,,,,
False,McNally Jackson Books SoHo,1966,ChIJwaHnQI9ZwokRvlECeQqpHdg,McNally Jackson Books SoHo,SoHo,,,,,,
False,Kimika,1057,ChIJBTT9YW9ZwokRGNibieZGOTk,Kimika,Little Italy,,,,,,
False,Paquita,8004,ChIJ1YjjIR5ZwokR64A4lzzR84g,Paquita,West Village,,,,,,
False,Philip Williams Posters,3988,ChIJ7V92JR9awokR3v7idFEG_mE,Philip Williams Posters,Tribeca,,,,,,
False,OASES Café,281136,ChIJx2JkxxVZwokRQwS9pr0nrNk,OASES Café,Chelsea District,,,,,,
False,Place des Fêtes,9870,ChIJtx7ymGVbwokRzDZBJ8NVJz0,Place des Fêtes,Brooklyn,,,,,,
False,Gnocchi on 9th,153658,ChIJG3thBQBZwokRo3oXWplIjsc,Gnocchi on 9th,East Village,,,,,,
False,La Mercerie,12684,ChIJ22wiSIpZwokRUmlXovJnWDI,La Mercerie,SoHo,,,,,,
False,Twins Lounge,7915,ChIJofE6JSBZwokRkOG-yB0pXns,Twins Lounge,Greenpoint,,,,,,
False,Moonflower,9810,ChIJ9TpnlMtZwokRJJQ_AJbVcnY,Moonflower,West Village,,,,,,
False,Conwell Coffee Hall,155492,ChIJgTMBOPtbwokR1Y0sSidhvqI,Conwell Coffee Hall,Financial District,,,,,,
False,PPL,20276,ChIJEa4-I9BbwokRhCUh5oXkWY0,PPL,Brooklyn,,,,,,
False,TONCHIN NEW YORK,431,ChIJBwGziqlZwokRb3MTH3xUt0Y,TONCHIN NEW YORK,Midtown South,,,,,,
False,Kisa,151928,ChIJ3YtkUgBZwokRMd5buqhS9ps,Kisa,Lower East Side,,,,,,
False,929,27544,ChIJ2Z1b4BtZwokRbAZmwR67Dyc,929,Queens,,,,,,
False,Bangkok Supper Club,66958,ChIJvduhDjVZwokReg77D1pNQaQ,Bangkok Supper Club,West Village,,,,,,
False,Devoción,2363,ChIJH1KZKilZwokRYwSxtHI3_N0,Devoción,Flatiron District,,,,,,
False,uluh,1787,ChIJ0SLgu3ZZwokRI7lEBkiDtJE,uluh,East Village,,,,,,
False,DASHI OKUME Brooklyn,14928,ChIJYe9rSINZwokRw_36I8jEHzM,DASHI OKUME Brooklyn,Greenpoint,,,,,,
False,Bar Orai,53045,ChIJRe064n9ZwokRyyOH9sy364Y,Bar Orai,Turtle Bay,,,,,,
False,Mắm,20125,ChIJnbRm-4pZwokR7Mj1KC0tlxA,Mắm,Chinatown,,,,,,
False,Ariston Coffee Bar,17508,ChIJK0FlVPNZwokR2waVBj-VHko,Ariston Coffee Bar,Greenwich Village,,,,,,
False,Dante NYC,13602,ChIJUw68EZJZwokRJ15RD_T4OTw,Dante NYC,Greenwich Village,,,,,,
False,Partners Coffee — Cafe & Roastery,2361,ChIJ0zAa911ZwokRQlmIU8v4Kzs,Partners Coffee — Cafe & Roastery,Brooklyn,,,,,,
False,Atelier Jolie,121105,ChIJv2KfY_ZZwokRK8PeZMCg02g,Atelier Jolie,NoHo,,,,,,
False,Wah Fung No.1 Fast Food,1185,ChIJCZ6p_4dZwokRitXAVOk-zvs,Wah Fung No.1 Fast Food,Chinatown,,,,,,
False,Thursday Kitchen,3306,ChIJVyFicJ1ZwokR2oIygOmovWw,Thursday Kitchen,East Village,,,,,,
False,niconeco zakkaya,9659,ChIJpdaS-7pZwokRwu9BkLCdK_U,niconeco zakkaya,East Village,,,,,,
False,Ask For Janice,96002,ChIJATHmaWVZwokRDCLWBIoq8ZU,Ask For Janice,Greenpoint,,,,,,
False,Bar Pisellino,12682,ChIJHUufNvVZwokRaO5ke5RQ46c,Bar Pisellino,West Village,,,,,,
False,NBetween,188751,ChIJNyH9v5xZwokR_4GmWxuWfCw,NBetween,Chelsea District,,,,,,
False,Times Square,2308,ChIJmQJIxlVYwokRLgeuocVOGVU,Times Square,Theater District,,,,,,
False,Remi43 Flower & Coffee,16356,ChIJN46bC-5ZwokR1rFV0BOS4BY,Remi43 Flower & Coffee,Turtle Bay,,,,,,
False,Bibble & Sip,8580,ChIJk5I-rVdYwokREJuq-CY6pEg,Bibble & Sip,Theater District,,,,,,
False,Brooklyn Bridge,1884,ChIJK3vOQyNawokRXEa9errdJiU,Brooklyn Bridge,Manhattan,,,,,,
False,L’industrie Pizzeria West Village,92221,ChIJ92OsaJVZwokRsC54kf-J-3g,L’industrie Pizzeria West Village,West Village,,,,,,
False,Miss Ada,8573,ChIJqzhkS7dbwokRtGCdHcorPvU,Miss Ada,Fort Greene,,,,,,
False,Good Thanks Cafe,4059,ChIJlZ1jG6NZwokRQIXt47NzppA,Good Thanks Cafe,Lower East Side,,,,,,
False,From Lucie,15335,ChIJFylaePFZwokRfRdNdH7ujXI,From Lucie,East Village,,,,,,
False,Wayla,8568,ChIJx-dP1L9ZwokRUJWDOIcgTG4,Wayla,Lower East Side,,,,,,
False,Supermoon Bakehouse,8579,ChIJcTYla4FZwokRYe11aG3tgqk,Supermoon Bakehouse,Lower East Side,,,,,,
True,C as in Charlie,18006,ChIJx-bMHr1ZwokRd3i_y7F3VlE,C as in Charlie,NoHo,"You likely havenât had Korean American food quite like this before. At C as in Charlie, Salisbury steak is served on top of GruyÃ¨re grits with a galbi jus, and baby back ribs are glazed in harissa and gochuchang. Everything on the menu here combines Korean and Southern culinary traditions in fun, creative ways.",$30 and under,"Korean, Southern, Tapas / Small Plates",5 Bleecker St,"['this restaurant is fantastic! the dishes are small so we were able to try several things and all were delicious. our server was great and super attentive to our dietary needs. we canâ\x80\x99t wait to go again :)', 'Amazing food, everything is perfectly seasoned and so flavorful. Their take on Salisbury steak and the oxbone pasta were particularly amazing. Would come back just for the oxbone pasta alone.', 'baby back ribs and pop corn chicken worth the trip', 'Very attentive and friendly service, great food, casual vibe.', 'We had a great meal! Service was thorough and warm, the food came out quickly and was all delicious and the space is really fun. Loved it!']",https://www.opentable.com/r/c-as-in-charlie-new-york
False,le gaz,236467,ChIJvf6-ozRbwokRY7ybb9WlMLY,le gaz,Chinatown,,,,,,
False,Spot Dessert Bar,430,ChIJ0QCeh5tZwokRh9J_3uvSPjU,Spot Dessert Bar,East Village,,,,,,
False,Tigre,106279,ChIJG4KsHWhZwokRy8XeIPr63_8,Tigre,Lower East Side,,,,,,
True,Maison Premiere,15084,ChIJW_WGT2BZwokRNpvZ4k3lVcs,Maison Premiere,Brooklyn,"Maison Premiere serves a daily list of over 30 varieties of oysters along with an American seafood menu. Dishes include sea urchin, fresh crudo, and a selection of shared plates and entrees. The award-winning cocktail menu takes original inspiration from classic cocktails and re-imagines them as innovative, thoughtful expressions.  Inspired by New York hotel lobbies of bygone days, afternoons of leisure in Parisian cafes, and the charm of New Orleansâ Olde Absinthe House, Maison Premiere offers a truly unique dining experience.   The intimate space contains a small dining room, a horse-shoe shaped cocktail bar, and special counter seating at the oyster bar.  The full dinner menu is available at all areas of the space.  In the summer, from June to September, the lush garden provides additional seating amidst an enchanted scenery.",$31 to $50,"Seafood, American",298 Bedford Avenue,"[""Excellent neighborhood restaurant - incredible food, drinks, and service. Each time we return, even when it's years between visits, we are always impressed by Maison Premiere."", 'Outstanding value during happy hour', 'I went under special pretenses.. I was supposed to take someone there but Those plans fell apart and I took someone else. The selection of food didnâ\x80\x99t appeal to me, Iâ\x80\x99m not a seafood person. My partner enjoyed it though, which is what counts. She loved the oysters! And the drinks were great. It was very loud in there. Wasnâ\x80\x99t in the greatest of spirits but made the best of it. I doubt I would return there for the fact that the food selection I was not feeling. But if you like seafood then this is the place for you.', ""This little place is like stepping back in time in France.  We were greeted immediately and taken to a small booth in the back behind the bar.  I had mentioned in the rez that it was my mom's bday and they had a handwritten card for her on the table and then brought champagne!  Nice touch.  The oysters were amazing, the hamachi was so fresh and the scallops in brown butter....OMG.  Melted in your mouth.  We also got the lobster rolls where were delicious and had so much lobster...worth the money.  Our only thing was, being admitted wine snobs, we are spoiled in CA.  So the wine selections which are predominantly French were probably very good, we stuggled to find  a big enough cab to suit out taste.  (To each their own, we could have gotten a cocktail if we really wanted).  Either way, you MUST go here if you enjoy outstanding food and can appreciate a dimly lit little French hole-in-the-wall that isn't pretentious."", 'Perfect oyster date spot. Limited seating, so best enjoyed for a party of 2. Wide variety of oysters. Beautiful cocktails. A place that cares about quality.']",https://www.opentable.com/maison-premiere
False,Una Pizza Napoletana,23669,ChIJAbYL-YNZwokRIfs6jgmbXqg,Una Pizza Napoletana,Lower East Side,,,,,,
False,Tokyo Record Bar,8590,ChIJn2fZe5FZwokRKCC3Aw6ldPk,Tokyo Record Bar,Greenwich Village,,,,,,
False,Super Taste,1043,ChIJoR3RZyhawokRwR91d6hJvvY,Super Taste,Chinatown,,,,,,
False,KazuNori: The Original Hand Roll Bar,356,ChIJsaYZEKZZwokRThIP62r39zQ,KazuNori: The Original Hand Roll Bar,NoMad,,,,,,
False,Nura,1191,ChIJYzpV4SNZwokRfX0a28jsH5Y,Nura,Greenpoint,,,,,,
False,"Levain Bakery – Original Location, 74th St, NYC",2070,ChIJ6SmehIlYwokRaO14xlmbWZU,"Levain Bakery – Original Location, 74th St, NYC",Upper West Side,,,,,,
False,Outer Heaven,4205,ChIJYbxKJmlZwokRyaASxd_iOyw,Outer Heaven,Lower East Side,,,,,,
False,"Somewhere Nowhere NYC - Lounge, Nightclub & Rooftop Pool",3599,ChIJRYx-LctZwokRUGvx8Rg1LQA,"Somewhere Nowhere NYC - Lounge, Nightclub & Rooftop Pool",Chelsea District,,,,,,
False,Washington Square Park,2575,ChIJjX494pBZwokRGH620d9eYfo,Washington Square Park,Greenwich Village,,,,,,
False,Mama's TOO! Pizzeria West Village,140306,ChIJ72quYgBZwokRNidaRewKpUg,Mama's TOO! Pizzeria West Village,West Village,,,,,,
False,Culture Espresso,59537,ChIJdco4TKpZwokRdtg39W89yog,Culture Espresso,Midtown South,,,,,,
False,Grand Central Terminal,324,ChIJ-b2RmVlZwokRpb1pwEQjss0,Grand Central Terminal,Midtown East,,,,,,
False,Shuka,10482,ChIJ3dbcl41ZwokRouIrXtQ5erk,Shuka,SoHo,,,,,,
